file,date,glider_type,recorder_type,gps_receiver,pressure_sensor,motor_sensor,extensions,b_record_count,valid_b_record_count,invalid_b_record_count,has_i_record,parse_error,FXA,ENL,MOP,RPM,TAS,GSP,VAT,NET,ACZ,AOR,AOP,OAT,extension_count
4536-9240051750.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",15880,15880,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051751.igc,,ASG 32Mi,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",17580,17580,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051752.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",14261,14261,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051753.igc,,Arcus T,"LX navigation, LX Era",,"MEAS,MS5607,max31000m",,"ACZ,ENL,FXA,GSP,SIU",20418,20418,0,True,,True,True,False,False,False,True,False,False,True,False,False,False,5
4536-9240051754.igc,"130824,1",Twinshark,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",15086,15086,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051755.igc,"130824,1",Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",13963,13963,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051756.igc,,HpH Twinshark,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",15666,15636,30,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051757.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",14320,14320,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051759.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",7689,7689,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051760.igc,"130824,02",Arcus M,"Naviter,Oudie N IGC","UBLOX,MAX-M8Q,72,50000","BOSCH,BMP390L,9150",,"ENL,FXA,SIU",15631,15631,0,True,,True,True,False,False,False,False,False,False,False,False,False,False,3
4536-9240051761.igc,"140824,03",Arcus M,"Naviter,Oudie-IGC,Y","GLOBALTOP,FGPMMOPA6,66,18000","INTERSEMA,MS5611,16000",,"ENL,FXA,GSP,TRT,VAT",11030,11030,0,True,,True,True,False,False,False,True,True,False,False,False,False,False,5
4536-9240051762.igc,"140824,1",Arcus M,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",12592,12587,5,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051763.igc,"140824,1",Arcus M,"LXNAV,LX9000","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",20784,20778,6,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051764.igc,"140824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",17212,17212,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051765.igc,,Arcus T,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",21815,21810,5,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051766.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",21423,21423,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051768.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",19121,19121,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051769.igc,,Arcus T,"LX navigation, LX Era",,"MEAS,MS5607,max31000m",,"ACZ,ENL,FXA,GSP,SIU",20814,20814,0,True,,True,True,False,False,False,True,False,False,True,False,False,False,5
4536-9240051771.igc,"140824,1",Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",21749,21749,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051772.igc,,HpH Twinshark,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",14985,14985,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051774.igc,,ASG 32Mi,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,HDT,NET,OAT,TAS,TRT,VAT",19575,19575,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051775.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",10362,10362,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051776.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",19089,19089,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051778.igc,"150824,1",Arcus M,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",15676,15648,28,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051779.igc,"150824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",15320,15320,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051781.igc,,Arcus T,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",16316,16296,20,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051782.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",15258,15258,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051783.igc,,ASG 32Mi,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",15021,15021,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051784.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",13792,13792,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051785.igc,,Arcus T,"LX navigation, LX Era",,"MEAS,MS5607,max31000m",,"ACZ,ENL,FXA,GSP,SIU",16969,16969,0,True,,True,True,False,False,False,True,False,False,True,False,False,False,5
4536-9240051786.igc,"150824,4",Twinshark,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",16956,16956,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051788.igc,,HpH Twinshark,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",16460,16460,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051789.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",15487,15487,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051790.igc,,ASG 32Mi,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,HDT,NET,OAT,TAS,VAT",16848,16848,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051792.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",15605,15605,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051793.igc,"160824,01",Arcus M,"Naviter,Oudie-IGC,Y","GLOBALTOP,FGPMMOPA6,66,18000","INTERSEMA,MS5611,16000",,"ENL,FXA,GSP,TRT,VAT",3065,2836,229,True,,True,True,False,False,False,True,True,False,False,False,False,False,5
4536-9240051794.igc,"160824,1",Arcus M,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18857,18856,1,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051795.igc,"160824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",19340,19340,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051796.igc,"160824,1",Arcus M,"LXNAV,LX9000","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",20041,20036,5,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051797.igc,,Arcus T,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",19285,19249,36,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051798.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",19725,19725,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051810.igc,"180824,1",Arcus M,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18677,18661,16,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051811.igc,"180824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18840,18839,1,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051812.igc,"180824,1",Arcus M,"LXNAV,LX9000","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",20157,20153,4,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051813.igc,,Arcus T,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",18860,18842,18,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051814.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",19039,19039,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051815.igc,,ASG 32Mi,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",18259,18259,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051816.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",17480,17480,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051817.igc,,Arcus T,"LX navigation, LX Era",,"MEAS,MS5607,max31000m",,"ACZ,ENL,FXA,GSP,SIU",18314,18314,0,True,,True,True,False,False,False,True,False,False,True,False,False,False,5
4536-9240051818.igc,"180824,1",Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18022,18022,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051819.igc,,HpH Twinshark,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",18130,18130,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051820.igc,"180824,1",Twinshark,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",19332,19332,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051821.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",18833,18833,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051822.igc,,ASG 32Mi,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,HDT,NET,OAT,TAS,TRT,VAT",18294,18294,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051823.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",9147,9144,3,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051824.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",18090,18090,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051825.igc,,Arcus M,"LXNAV,LX9050","uBLOX LEA-4S-1,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",21721,21418,303,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051826.igc,"190824,1",Arcus M,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",23089,23046,43,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051827.igc,"190824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",21261,21261,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051828.igc,"190824,1",Arcus M,"LXNAV,LX9000","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",21306,21301,5,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051829.igc,,Arcus T,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",22702,22662,40,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051830.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",19595,19595,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051831.igc,,ASG 32Mi,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",20700,20700,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051832.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",21903,21903,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051833.igc,190824,Arcus T,PowerFLARM-IGC,"u-blox 8,56ch,50000m","MEAS MS5607,25000m",,"ENL,FXA,SIU",21710,21710,0,True,,True,True,False,False,False,False,False,False,False,False,False,False,3
4536-9240051834.igc,"190824,1",Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",22184,22184,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051835.igc,,HpH Twinshark,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",21982,21982,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051836.igc,"190824,1",Twinshark,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",20374,20374,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051837.igc,,JS-1-21m,"LXNAV,NANO4",,"INTERSEMA,MS5611,max16000m","LXV,ON,ACOUSTIC","ENL,FXA,GSP,MOP,TRT",25613,25133,480,True,,True,True,True,False,False,True,False,False,False,False,False,False,5
4536-9240051838.igc,,ASG 32Mi,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,HDT,NET,OAT,TAS,TRT,VAT",22405,22405,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051839.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",10711,10709,2,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051840.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",16815,16815,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051841.igc,"200824,02",Arcus M,"Naviter,Oudie-IGC,Y","GLOBALTOP,FGPMMOPA6,66,18000","INTERSEMA,MS5611,16000",,"ENL,FXA,GSP,TRT,VAT",17823,17823,0,True,,True,True,False,False,False,True,True,False,False,False,False,False,5
4536-9240051842.igc,,Arcus M,"LXNAV,S10","UBLOX,NEO-9,92,max50000m","INTERSEMA,MS5611,max30000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",18034,18032,2,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051843.igc,"200824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18052,18052,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051844.igc,"200824,1",Arcus M,"LXNAV,LX9000","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18611,18610,1,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051845.igc,,Arcus T,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",17081,17072,9,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051846.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",18402,18402,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051847.igc,,ASG 32Mi,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,NET,OAT,TAS,TRT,VAT",18476,18476,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,11
4536-9240051848.igc,,Arcus M,"ClearNav Instruments, CNv-IGC",,"Intersema,MS5607-02BA03,9160",OFF,"ENL,FXA,GSP,IAS,MOP,TAS",18503,18503,0,True,,True,True,True,False,True,True,False,False,False,False,False,False,6
4536-9240051849.igc,,Arcus T,"LX navigation, LX Era",,"MEAS,MS5607,max31000m",,"ACZ,ENL,FXA,GSP,SIU",17631,17631,0,True,,True,True,False,False,False,True,False,False,True,False,False,False,5
4536-9240051850.igc,"200824,1",Arcus M,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18866,18866,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051851.igc,,HpH Twinshark,"LXNAV,LX9070F","uBLOX LEA-6DUAL,50,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,OAT,TAS,TRT,VAT",18957,18957,0,True,,True,True,False,False,True,True,True,False,True,True,True,True,10
4536-9240051852.igc,"200824,1",Twinshark,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",18870,18870,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051853.igc,,Arcus M,"LXNAV,LX9070","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",17919,17919,0,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051854.igc,,ASG 32Mi,"LXNAV,LX9070PF","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOP,AOR,ENL,FXA,GSP,HDT,NET,OAT,TAS,TRT,VAT",18859,18859,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,12
4536-9240051855.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",19820,19814,6,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051856.igc,,Arcus M,"LXNAV,LX9000","uBLOX LEA-4S-2,16,max9000m","INTERSEMA,MS5561C,max16000m",,"ACZ,ENL,FXA,GSP,OAT,TAS,TRT,VAT",18219,18217,2,True,,True,True,False,False,True,True,True,False,True,False,False,True,8
4536-9240051857.igc,"210824,02",Arcus M,"Naviter,Oudie-IGC,Y","GLOBALTOP,FGPMMOPA6,66,18000","INTERSEMA,MS5611,16000",,"ENL,FXA,GSP,TRT,VAT",16451,16451,0,True,,True,True,False,False,False,True,True,False,False,False,False,False,5
4536-9240051858.igc,"210824,1",Arcus M,"LXNAV,LX9070PF","uBLOX NEO-M9N,92,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",17477,17447,30,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
4536-9240051859.igc,"210824,1",Arcus T,"LXNAV,LX9070","uBLOX NEO-M8Q,72,max50000m","INTERSEMA,MS5561C,max16000m",,"ACZ,AOA,AOP,AOR,ENL,FXA,GSP,NET,OAT,SIU,TAS,TRT,VAT",17342,17342,0,True,,True,True,False,False,True,True,True,True,True,True,True,True,13
